iteration,isolation,commit_hint_first,thread_a_committed,thread_b_committed,thread_a_error,thread_b_error,invariant_ok,invariant_detail
318,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000318 attribute='s2_slot' is INFERRED, expected MEASURED"
319,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
320,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
321,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
322,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=754db563-782e-4c64-abed-36a9df848758, reason=kind_outranked -- payload={""value"": ""INFERRED_iter322"", ""writer"": ""kndb_native"", ""fact_id"": ""807af54f-0c88-4340-b4da-f612a63f1963"", ""provsql"": ""e326ddb1-e4ed-4c95-9885-b231d79e4450"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:29.811803-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000322, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
323,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
324,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000324 attribute='s2_slot' is INFERRED, expected MEASURED"
325,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
326,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000326 attribute='s2_slot' is INFERRED, expected MEASURED"
327,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
328,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
329,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=a380fb9b-0607-49ca-9e06-a323e9c13731, reason=kind_outranked -- payload={""value"": ""INFERRED_iter329"", ""writer"": ""kndb_native"", ""fact_id"": ""7ce9a5da-ba2a-4891-b6a4-8e624281782e"", ""provsql"": ""6c39ab43-6c0a-472e-902b-d7889560b006"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:29.869448-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000329, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
330,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
331,SERIALIZABLE,A,1,1,,,1,
332,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=d4cdcd94-0901-4b63-a5dd-ba4fb1c3e8b9, reason=kind_outranked -- payload={""value"": ""INFERRED_iter332"", ""writer"": ""kndb_native"", ""fact_id"": ""77977dd2-72f1-435d-8091-2d1e7453ef75"", ""provsql"": ""7ed457ea-e191-494d-8ea1-d849feb3974e"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:29.893818-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000332, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
333,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000333 attribute='s2_slot' is INFERRED, expected MEASURED"
334,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
335,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
336,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000336 attribute='s2_slot' is INFERRED, expected MEASURED"
337,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
338,SERIALIZABLE,A,1,1,,,1,
339,SERIALIZABLE,A,1,1,,,1,
340,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
341,SERIALIZABLE,A,1,1,,,1,
342,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000342 attribute='s2_slot' is INFERRED, expected MEASURED"
343,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000343 attribute='s2_slot' is INFERRED, expected MEASURED"
344,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000344 attribute='s2_slot' is INFERRED, expected MEASURED"
345,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=7b87377a-aef3-4695-b95a-b6a81f52e11b, reason=kind_outranked -- payload={""value"": ""INFERRED_iter345"", ""writer"": ""kndb_native"", ""fact_id"": ""3b1251d2-2734-4471-bdac-9271e6594283"", ""provsql"": ""16adab81-84c7-405e-8b60-2dbfa3b1abcb"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:30.002398-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000345, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
346,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=280ae3fc-61e9-4436-ad13-48942e9ef9e1, reason=kind_outranked -- payload={""value"": ""INFERRED_iter346"", ""writer"": ""kndb_native"", ""fact_id"": ""7480f6ed-c5cc-4f25-ba5e-264e03099961"", ""provsql"": ""7930832b-ffd8-41fd-b5e1-5ffbf4c1ac7b"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:30.009975-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000346, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
347,SERIALIZABLE,A,1,1,,,1,
348,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
349,SERIALIZABLE,A,1,1,,,1,
350,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
351,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=e45777a9-ecca-457f-877b-a80a207188ca, reason=kind_outranked -- payload={""value"": ""INFERRED_iter351"", ""writer"": ""kndb_native"", ""fact_id"": ""51ffce63-13c2-49cb-a771-8d6888216275"", ""provsql"": ""1dd2fd8b-27c0-4dae-adef-2046d5743a7c"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:30.052235-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000351, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
352,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
353,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000353 attribute='s2_slot' is INFERRED, expected MEASURED"
354,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
355,SERIALIZABLE,A,1,1,,,1,
356,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
357,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000357 attribute='s2_slot' is INFERRED, expected MEASURED"
358,SERIALIZABLE,A,1,1,,,1,
359,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000359 attribute='s2_slot' is INFERRED, expected MEASURED"
360,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
361,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000361 attribute='s2_slot' is INFERRED, expected MEASURED"
362,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
363,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=3a18e583-fd83-4f84-b268-1775b749f4f6, reason=kind_outranked -- payload={""value"": ""INFERRED_iter363"", ""writer"": ""kndb_native"", ""fact_id"": ""2f5cb7c2-ca95-460c-a64d-c3ed6ed7487e"", ""provsql"": ""e3747b40-07b8-4138-ba64-a543e858cd55"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:30.150406-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000363, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
364,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000364 attribute='s2_slot' is INFERRED, expected MEASURED"
365,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
366,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000366 attribute='s2_slot' is INFERRED, expected MEASURED"
367,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
368,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000368 attribute='s2_slot' is INFERRED, expected MEASURED"
369,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=932ba756-b64d-4695-b720-5b93032729d6, reason=kind_outranked -- payload={""value"": ""INFERRED_iter369"", ""writer"": ""kndb_native"", ""fact_id"": ""382d3c67-d6a8-4b62-8843-3ceb150f035e"", ""provsql"": ""601914be-3b89-4e1b-98d3-8672372f70c1"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:30.201437-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000369, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
370,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=5ffcb372-da30-473a-b62e-54e25f24221d, reason=kind_outranked -- payload={""value"": ""INFERRED_iter370"", ""writer"": ""kndb_native"", ""fact_id"": ""a1994d1d-2f02-4e92-905d-2e2be6ada4fe"", ""provsql"": ""1b10ac9f-30a9-4138-858a-0ab6cb00a642"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:30.209534-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000370, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
